Date,Tweet Id,Text,Username,Location,#Retweets,#Replies,#Likes,#QuoteTweets
2020-11-09 07:33:46+00:00,1325703111709765632,"contexte frauduleux de l’#Election2020 , vu la triche due à un magic software #hammerandscorecard, les militants rep restent étonnement calmes, confiants et civilisés, malgré ce que la tv nous a dit sur eux @TrumpFrance.Si les Trumpistes avaient triché, c’était la guerre côte dem",greg92210,https://twitter.com/greg92210/status/1325703111709765632,0,1,2,0
2020-11-09 07:33:35+00:00,1325703062711832576,All roads lead to deep state CIA software Dems used #HammerAndScorecard.  Don't worry -- you weren't absent: all of us are just now becoming aware of how Dems deceived a nation with massive voter fraud.  https://t.co/KMKBBJiWc5,RussVet1,https://twitter.com/RussVet1/status/1325703062711832576,0,0,1,1
2020-11-09 07:22:26+00:00,1325700256680566784,@BrunoL66 @MFerandou #Dominion est l’entreprise qui développe le software #hammerandscorecard. La fraude peut être (vérification en cours) massive,greg92210,https://twitter.com/greg92210/status/1325700256680566784,0,0,0,0
2020-11-09 05:34:28+00:00,1325673088994832384,"Hammer &amp; Scorecard
Just going to put that down and see who runs with it.
#sexyliberals
#HammerAndScorecard",TheRealTBone,https://twitter.com/TheRealTBone/status/1325673088994832384,1,1,6,0
2020-11-09 05:17:16+00:00,1325668759168708608,"#FactCheckTheVote
#HAMMERandSCORECARD
#DominionVotingSystems
#BallotCountingFraud
#AuditTheVote https://t.co/bDdEL3IjuX",DeniseRoars,https://twitter.com/DeniseRoars/status/1325668759168708608,0,0,0,0
2020-11-09 05:05:10+00:00,1325665711876792321,@A_Blossom4USA They stole Trump’s votes! No wonder he was pissed! #HAMMERandSCORECARD,BigOrangeGunner,https://twitter.com/BigOrangeGunner/status/1325665711876792321,0,0,0,0
2020-11-09 04:32:23+00:00,1325657465615167489,"@KathyBoockvar @TomWolfPA 
PA numbers changing right before our eyes - enjoy prison

https://t.co/1PvKjeCHzh

#hammerandscorecard https://t.co/7h9KcaQt4i",LisaStewart_5,https://twitter.com/LisaStewart_5/status/1325657465615167489,0,0,0,0
2020-11-09 04:28:19+00:00,1325656440422490113,@JohnBasham @Macro__Business #hammerandscorecard,shilligans,https://twitter.com/shilligans/status/1325656440422490113,1,0,1,0
2020-11-09 04:20:34+00:00,1325654490150801410,"@TurveyBeth https://t.co/P8ZpPURZEH

PA right before our eyes

#hammerandscorecard",LisaStewart_5,https://twitter.com/LisaStewart_5/status/1325654490150801410,1,0,4,0
2020-11-09 04:12:36+00:00,1325652487026716672,"@FoxNewsSunday Chris Wallace is an idiot.

This is real #hammerandscorecard

https://t.co/vpTgwamZst https://t.co/aW9AYCXvwP",LisaStewart_5,https://twitter.com/LisaStewart_5/status/1325652487026716672,0,0,0,0
2020-11-09 04:02:03+00:00,1325649831763832832,@auctnr1 #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325649831763832832,0,0,0,0
2020-11-09 04:01:35+00:00,1325649711106285568,@chelseahandler #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325649711106285568,0,0,0,0
2020-11-09 04:00:11+00:00,1325649361087369217,@RealKyleMorris #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325649361087369217,0,0,5,0
2020-11-09 03:57:11+00:00,1325648606683148288,@KamalaHarris #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325648606683148288,0,0,0,0
2020-11-09 03:53:10+00:00,1325647593507086336,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325647593507086336,0,0,0,0
2020-11-09 03:52:44+00:00,1325647485755297793,@brithume #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325647485755297793,0,0,0,0
2020-11-09 03:51:54+00:00,1325647277701165061,@JosephJFlynn1 @jaketapper #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325647277701165061,0,0,1,0
2020-11-09 03:42:35+00:00,1325644930929319943,"Here it is. The planted glitch in action. Watch @realDonaldTrump magically lose the exact number of votes that Biden gains. 

@LouDobbs @SidneyPowell1 @charliekirk11 @benshapiro @TuckerCarlson @seanhannity @IngrahamAngle @TeamTrump 
#HAMMERandSCORECARD 

 https://t.co/e2KAGZY3ZW",SarahHoover24,https://twitter.com/SarahHoover24/status/1325644930929319943,1,0,1,1
2020-11-09 03:41:32+00:00,1325644665199202306,"The #DominionVotingSystems Corporation Should Change Their Slogan To:

""Just Tell Us WHO You Want To WIN And By HOW MUCH &amp; We Will Do The Rest !!!""

#Trump 
#JoeBiden  
#Election2020 
#VoterFRAUD
#ElectionFRAUD 
#HammerAndScoreCard https://t.co/rAV7j32TJM",Choice_News_Net,https://twitter.com/Choice_News_Net/status/1325644665199202306,1,0,1,0
2020-11-09 03:22:43+00:00,1325639932065538054,"#Anons #TaketheOath #DigitalSoldiers #Obamagate #HammerandScorecard #Dominion #StoptheSteal 

READ AND SHARE https://t.co/izH3Tzj8Gr",Nova47627183,https://twitter.com/Nova47627183/status/1325639932065538054,0,0,0,0
2020-11-09 03:15:44+00:00,1325638174329229317,Hammer and Scorecard Election Software in action...  #HAMMERandSCORECARD  https://t.co/tsFxHlHXKB,NavySquid,https://twitter.com/NavySquid/status/1325638174329229317,0,0,0,0
2020-11-09 03:05:29+00:00,1325635596014981120,@A_Blossom4USA Holy shit.  #hammerandscorecard @brandi_love,imchris_daniels,https://twitter.com/imchris_daniels/status/1325635596014981120,0,0,0,0
2020-11-09 02:58:52+00:00,1325633927474769922,"@MamaLouies @MarkHoliday17 @SuP3rK @TrumpSugar @DontGetItTwist8 @influence_aig @missjulialee @RushvilleRockit @EMMYreincarnate @THEIrishRed111 @shrekthepunk @akvawe66 @CallieM76532241 @tomag49 @TheChurchLadyS1 @Karldegrosse111 @Flattielover @SBDSoultrain @2Cents69 @calijeff1 @Goathead19 @jtlykke @ThereseOSulliv2 @mdw8311 @NotTheHun1 @CharlesAIIen @LadyOfTheOcean1 @miss_simone247 @ShlomoIndiana @QDecoder @Mongo3804 @eyesore99848340 @Tizzy2310 @AlohaStevenRyan @AlgrenQ @Gameon68 @HurrNot @ThelmaJoFarley @pondOFthoughts @KimMari15039764 @DrSue19380 @Hildolfr3 @f_henline @Queencrayola10 @misshellca @JosephS08455956 @trreal @MenVoters @kshabby3 @Deadpools_R_Us All I have to say about fake Presidents is if #HAMMERandSCORECARD were really used in Obama’s re-election ~that means Obama’s LEGACY is OVER -he was an illegitimate President

Ooops ~ the bitch about using military Psyops on Americans is it’ll come back to bite you in the AZZ",akuscg,https://twitter.com/akuscg/status/1325633927474769922,0,0,1,0
2020-11-09 02:47:44+00:00,1325631127776874496,"@realDonaldTrump Also, #BigTech is complicit...
WATCH: The #HammerandScorecard vote flipping technology in real time action on CNN 
https://t.co/2xehmicshJ?",firebird22,https://twitter.com/firebird22/status/1325631127776874496,0,0,0,0
2020-11-09 02:45:50+00:00,1325630649642979330,"@martingeddes WATCH: The #HammerandScorecard vote flipping technology in real time action on CNN 
https://t.co/2xehmicshJ?",firebird22,https://twitter.com/firebird22/status/1325630649642979330,0,0,1,0
2020-11-09 02:42:57+00:00,1325629924795949058,"WATCH: The #HammerandScorecard vote flipping technology in real time action on CNN 
https://t.co/2xehmicshJ?",firebird22,https://twitter.com/firebird22/status/1325629924795949058,0,1,1,0
2020-11-09 02:39:09+00:00,1325628969010540546,"@Jack_W002 @Sharigirltn @mtgreenee @JohnJamesMI I am not a Trumpster I am an Independent TRUTHER since 9/11/2001 Some Truths are INCONVENIENT 
-TRUTH is not a partisan issue.
WATCH: The #HammerandScorecard vote flipping technology in real time action on CNN 
https://t.co/2xehmicshJ?",firebird22,https://twitter.com/firebird22/status/1325628969010540546,0,0,1,0
2020-11-09 02:35:37+00:00,1325628076819173376,"@RudyGiuliani @IvankaTrump WATCH: The #HammerandScorecard vote flipping technology in real time action on CNN 
https://t.co/2xehmicshJ?",firebird22,https://twitter.com/firebird22/status/1325628076819173376,0,0,1,0
2020-11-09 02:34:04+00:00,1325627688481120257,"@JoeBiden WATCH: The #HammerandScorecard vote flipping technology in real time action on CNN 
https://t.co/2xehmicshJ?",firebird22,https://twitter.com/firebird22/status/1325627688481120257,0,1,0,0
2020-11-09 02:33:41+00:00,1325627593593380864,"@aussiegirl3333 WATCH: The #HammerandScorecard vote flipping technology in real time action on CNN 
https://t.co/2xehmicshJ?",firebird22,https://twitter.com/firebird22/status/1325627593593380864,0,0,3,0
2020-11-09 02:32:00+00:00,1325627168777494528,"This is BREAKING NEWS- 132, 000 BALLOTS IN GEORGIA HAVE BEEN IDENTIFIED WHICH ARE LIKELY INELIGIBLE. #ScorecardAndTheHammer #HammerAndScorecard #Bringdarknesstolight @kayleighmcenany @realDonaldTrump @POTUS @TuckerCarlson https://t.co/RZdduG3jER",SparkyD153,https://twitter.com/SparkyD153/status/1325627168777494528,2,0,3,0
2020-11-09 02:30:11+00:00,1325626711019544583,"The election software system in Michigan that switched 6,000 votes from Trump to Biden is called ""#Dominion"" + ""#HammerAndScorecard""

It is used in 30 states including:

☑️Nevada
☑️Arizona
☑️Minnesota
☑️Michigan
☑️Wisconsin
☑️Georgia
☑️Pennsylvania

WatchOut! @SpeakerPelosi Fraud https://t.co/zALIv16jm1 https://t.co/eoeGrneoB4",busterhab,https://twitter.com/busterhab/status/1325626711019544583,0,0,0,0
2020-11-09 02:30:09+00:00,1325626701964042240,#voterfraud #hammerscorecard #hammerandscorecard #stopthesteal https://t.co/kVxb6JiKH7,mandatethemedia,https://twitter.com/mandatethemedia/status/1325626701964042240,0,0,1,1
2020-11-09 02:27:53+00:00,1325626133275086848,"@JFCampuzano @HeLeNaBuckarctt The election software system in Michigan that switched 6,000 votes from Trump to Biden is called ""#Dominion"" + ""#HammerAndScorecard""

It is used in 30 states including:

☑️Nevada
☑️Arizona
☑️Minnesota
☑️Michigan
☑️Wisconsin
☑️Georgia
☑️Pennsylvania

WatchOut! @SpeakerPelosi Fraud https://t.co/QaNPltx0LR",busterhab,https://twitter.com/busterhab/status/1325626133275086848,2,1,1,0
2020-11-09 02:21:57+00:00,1325624640010588167,"@realDonaldTrump 
#HammerAndScorecard 
@JohnBrennan 
#JamesClapper
#JamesComey 
#PeterSztrok 
@BarackObama 
@JoeBiden",ckach,https://twitter.com/ckach/status/1325624640010588167,0,0,0,0
2020-11-09 02:21:31+00:00,1325624529255878658,@chrislhayes #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325624529255878658,0,0,0,0
2020-11-09 02:20:40+00:00,1325624317363843072,@KamalaHarris @JoeBiden #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325624317363843072,0,0,0,0
2020-11-09 02:20:06+00:00,1325624174178676736,@kylenabecker #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325624174178676736,0,0,0,0
2020-11-09 02:10:37+00:00,1325621785853906954,@CNNPolitics #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325621785853906954,0,1,0,0
2020-11-09 02:10:17+00:00,1325621702303342592,@chrislhayes #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325621702303342592,0,0,0,0
2020-11-09 01:53:21+00:00,1325617440093589507,@chrislhayes #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325617440093589507,0,0,0,0
2020-11-09 01:50:58+00:00,1325616841889345536,@Cernovich @jaketapper #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325616841889345536,0,0,0,0
2020-11-09 01:42:59+00:00,1325614830951206912,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325614830951206912,0,0,0,0
2020-11-09 01:38:24+00:00,1325613681313525763,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325613681313525763,0,0,0,0
2020-11-09 01:36:38+00:00,1325613235438055424,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325613235438055424,0,0,0,0
2020-11-09 01:34:51+00:00,1325612787159199746,@AdamLaxalt #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325612787159199746,1,0,1,0
2020-11-09 01:24:11+00:00,1325610102875975686,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325610102875975686,0,0,0,0
2020-11-09 01:22:59+00:00,1325609800252715008,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325609800252715008,0,0,0,0
2020-11-09 01:22:30+00:00,1325609675962937346,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325609675962937346,0,0,0,0
2020-11-09 01:13:11+00:00,1325607332789833729,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325607332789833729,0,0,0,0
2020-11-09 01:10:20+00:00,1325606615731539968,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325606615731539968,0,0,0,0
2020-11-09 01:07:39+00:00,1325605941690183681,@auctnr1 @GeorgePapa19 #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325605941690183681,0,0,0,0
2020-11-09 01:07:02+00:00,1325605785129324545,@RNCResearch @mercedesschlapp @tedcruz #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325605785129324545,0,0,0,0
2020-11-09 01:01:04+00:00,1325604285850259461,@1776Stonewall #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325604285850259461,0,0,0,0
2020-11-09 01:00:08+00:00,1325604047890640897,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325604047890640897,0,0,0,0
2020-11-09 00:57:04+00:00,1325603278781026304,@chrislhayes #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325603278781026304,0,0,0,0
2020-11-09 00:41:52+00:00,1325599451835060225,"⁦@DonaldJTrumpJr⁩ @JoeBiden ⁦@Cernovich⁩ ⁦@EricTrump⁩
#HAMMERandSCORECARD https://t.co/NB46LmDA2W",cpchandme,https://twitter.com/cpchandme/status/1325599451835060225,0,0,0,0
2020-11-09 00:33:36+00:00,1325597373092032512,@KamalaHarris @SharylAttkisson @JoeBiden @BarackObama #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325597373092032512,0,0,0,0
2020-11-09 00:30:26+00:00,1325596573766660096,@chrislhayes #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325596573766660096,0,0,0,0
2020-11-09 00:26:44+00:00,1325595643939844098,@1776Stonewall #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325595643939844098,0,0,0,0
2020-11-09 00:23:30+00:00,1325594828684587008,@KeithOlbermann #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325594828684587008,0,0,0,0
2020-11-09 00:20:16+00:00,1325594016700895232,@AdamLaxalt @mschlapp #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325594016700895232,0,0,0,0
2020-11-09 00:19:19+00:00,1325593778871267328,@AndrewCMcCarthy @megynkelly #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325593778871267328,0,0,0,0
2020-11-09 00:19:14+00:00,1325593755622268928,What is #hammer and #scorecard #Election2020results #bidenharis2020 #TrumpPence2020 #Censorship2020 #NancyPelosi #HillaryClinton #obama #HAMMERandSCORECARD,GreatFemesis,https://twitter.com/GreatFemesis/status/1325593755622268928,1,0,1,0
2020-11-09 00:06:48+00:00,1325590626902155264,"#HammerAndScorecard

The good people of Illinois have been dealing with this crap for decades They vote conservative except for ballot stuffing in Crook County Without free and fair elections we have no country and that’s what they want https://t.co/LxkFbsBzbb",alcardfan,https://twitter.com/alcardfan/status/1325590626902155264,2,1,5,1
2020-11-08 23:59:08+00:00,1325588696431620096,"@Secret_Church 1) That we don’t know who the winner is yet.
#HammerAndScorecard",EricTysinger,https://twitter.com/EricTysinger/status/1325588696431620096,1,0,1,0
2020-11-08 23:57:08+00:00,1325588195946409984,@CNNPolitics #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325588195946409984,0,0,0,0
2020-11-08 23:56:44+00:00,1325588096025497601,@jaketapper #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325588096025497601,0,0,0,0
2020-11-08 23:55:53+00:00,1325587881067503616,@megynkelly @mattwilstein #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325587881067503616,0,0,0,0
2020-11-08 23:54:11+00:00,1325587453407862784,@greta #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325587453407862784,0,0,0,0
2020-11-08 23:53:00+00:00,1325587153657622528,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325587153657622528,0,0,0,0
2020-11-08 23:52:36+00:00,1325587055750033408,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325587055750033408,0,0,0,0
2020-11-08 23:51:59+00:00,1325586899755560962,@kylenabecker #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325586899755560962,0,0,0,0
2020-11-08 23:49:13+00:00,1325586203379458049,@charliekirk11 #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325586203379458049,0,0,0,0
2020-11-08 23:44:35+00:00,1325585034816925697,@davidaxelrod @HillaryClinton @realDonaldTrump #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325585034816925697,0,0,0,0
2020-11-08 23:43:19+00:00,1325584719212326913,@stillgray @pnjaban #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325584719212326913,0,0,0,0
2020-11-08 23:41:36+00:00,1325584284934172672,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325584284934172672,0,0,0,0
2020-11-08 23:40:57+00:00,1325584122778161152,@SteveScalise #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325584122778161152,0,0,0,0
2020-11-08 23:40:40+00:00,1325584051139354624,@ChrisCuomo #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325584051139354624,0,0,0,0
2020-11-08 23:39:35+00:00,1325583777071042561,@ChrisCuomo #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325583777071042561,0,0,0,0
2020-11-08 23:37:25+00:00,1325583234265214977,@KurtSchlichter @AdamLaxalt 😳😳😳#HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325583234265214977,0,0,0,0
2020-11-08 23:33:38+00:00,1325582282137231360,@greta #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325582282137231360,0,0,0,0
2020-11-08 23:33:29+00:00,1325582241976766468,take wild guess where #stopthesteal and #hammerandscorecard nonsense originate and propogate from?,MingGao26,https://twitter.com/MingGao26/status/1325582241976766468,56,41,343,5
2020-11-08 23:28:56+00:00,1325581098315821056,@1776Stonewall #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325581098315821056,0,0,0,0
2020-11-08 23:28:32+00:00,1325580996096520192,@washingtonpost The media’s damage to this world you mean? If you covered trump fairly like you will Biden there wouldn’t be a divide. You made up a boogeyman for four years and now half of America doesn’t believe a word that is said on LEGACY news media outlets like this. #HAMMERandscorecard,reK_Syhre,https://twitter.com/reK_Syhre/status/1325580996096520192,0,0,0,0
2020-11-08 23:25:52+00:00,1325580326954016768,@JoyAnnReid #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325580326954016768,0,0,0,0
2020-11-08 23:23:53+00:00,1325579827437506560,#releasethememo #hammerandscorecard #scsen,MingGao26,https://twitter.com/MingGao26/status/1325579827437506560,21,3,118,1
2020-11-08 23:13:30+00:00,1325577214369411072,Hammer &amp; Scorecard. #HAMMERandSCORECARD https://t.co/KUeVdl3aWi,Gunntwitt,https://twitter.com/Gunntwitt/status/1325577214369411072,3,8,64,4
2020-11-08 22:46:56+00:00,1325570529542156288,@SenTedCruz #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325570529542156288,0,0,0,0
2020-11-08 22:46:39+00:00,1325570455441436673,@JennaEllisEsq @realDonaldTrump @JoeBiden #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325570455441436673,0,0,1,0
2020-11-08 22:45:36+00:00,1325570191732961281,@mashaholic @jaketapper #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325570191732961281,0,0,0,0
2020-11-08 22:43:50+00:00,1325569749116399616,Keep fighting!  Americans deserve better than these communist ways of the Democrats! #StopTheSteal #HammerandScorecard https://t.co/J7hRgBDQKI,kghady69,https://twitter.com/kghady69/status/1325569749116399616,0,0,0,0
2020-11-08 22:36:35+00:00,1325567924040470528,"Ignore the first five minutes-ish. 

Scary

#HAMMERandSCORECARD 
#ElectionResults2020 
#BidenHarris2020  https://t.co/x9MkCegMJN",cpchandme,https://twitter.com/cpchandme/status/1325567924040470528,0,0,0,0
2020-11-08 22:35:05+00:00,1325567546003697667,#HAMMERandSCORECARD https://t.co/52qkxIXTOG,BigLou05858492,https://twitter.com/BigLou05858492/status/1325567546003697667,0,0,0,0
2020-11-08 22:33:10+00:00,1325567064145350656,@jaketapper #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325567064145350656,0,0,0,0
2020-11-08 22:20:33+00:00,1325563888545525762,@Cernovich #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325563888545525762,0,0,0,0
2020-11-08 22:20:12+00:00,1325563798783098880,#hammerandscorecard  are we allowed to tweet about this?,AlbucaSetosa,https://twitter.com/AlbucaSetosa/status/1325563798783098880,0,0,0,0
2020-11-08 22:19:35+00:00,1325563643472318466,@robbystarbuck #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325563643472318466,0,0,0,0
2020-11-08 22:17:24+00:00,1325563094299521024,@johnrich #HAMMERandSCORECARD,KevinJa69612706,https://twitter.com/KevinJa69612706/status/1325563094299521024,0,0,1,0
2020-11-08 22:11:59+00:00,1325561732073467905,"Lindsey Graham: ‘Do Not Concede, Mr. President — Fight Hard’

#HAMMERandSCORECARD  https://t.co/ONsGfwHthE",alcardfan,https://twitter.com/alcardfan/status/1325561732073467905,2,0,5,0
2020-11-08 22:04:09+00:00,1325559762897965057,"""Democracy Dies In Darkness!"" -Democrats

""No, you can't watch us count these suspicious votes!""
-Democrats 

#StopTheSteal 
#VoterFraud 
#HammerAndScorecard",lawriter33,https://twitter.com/lawriter33/status/1325559762897965057,2,0,1,0
2020-11-08 21:44:58+00:00,1325554934432100359,#HammerAndScorecard https://t.co/UXxRUEiZvG,ELIZABETHMEISE2,https://twitter.com/ELIZABETHMEISE2/status/1325554934432100359,0,0,0,0
2020-11-08 21:44:24+00:00,1325554792593301504,"@PamelaGeller @lucky88duck Well, anyone who knew about #HAMMERandSCORECARD will be going to jail - so they’ll be telling their kids to never trust a Democrat again!",PrometheusIV,https://twitter.com/PrometheusIV/status/1325554792593301504,1,0,2,0
2020-11-08 21:36:32+00:00,1325552809929027585,"#HAMMERandSCORECARD‼️👇👇👇👇👇
All Patriots Check This Out

BEWARE!
Not For Progressive
Or Liberal Eyes..

Only Conservatives
May View

Too Dangerous For
The Radical Left Wing...
They May Harm Themselves

Scroll to 1:24:15 point on
The Video Link Below

https://t.co/5Fy2lIhQIi",hippadrone,https://twitter.com/hippadrone/status/1325552809929027585,0,0,0,0
2020-11-08 21:35:22+00:00,1325552519406362626,@PrisonPlanet I demand a “people’s vote” in USA...you know one that is not determined by Computer software designed to flip votes cast in favour of one candidate to another #HammerAndScorecard,SaveOurSoulsUK,https://twitter.com/SaveOurSoulsUK/status/1325552519406362626,0,0,1,0
2020-11-08 21:16:38+00:00,1325547802122924034,#HammerAndScorecard,thomg1971,https://twitter.com/thomg1971/status/1325547802122924034,0,0,0,0
2020-11-08 21:15:43+00:00,1325547571088076802,"Add the trending #HAMMERandSCORECARD testimonials to the data provided here, and it’s very clear that Trump won by a landslide, as many knew he would.

 https://t.co/Eeq8BD9YcT",TeachOnTheRight,https://twitter.com/TeachOnTheRight/status/1325547571088076802,0,0,1,0
2020-11-08 21:09:09+00:00,1325545922118422532,#HAMMERandSCORECARD https://t.co/TE0rXHAuA0,PampCapital,https://twitter.com/PampCapital/status/1325545922118422532,1,1,1,0
2020-11-08 20:44:03+00:00,1325539602267049985,"#StopTheSteal
#HammerAndScorecard

⬇️#VoterFraud⬇️ https://t.co/0RLEpBq8iB",Ollie_621,https://twitter.com/Ollie_621/status/1325539602267049985,0,0,0,0
2020-11-08 20:39:14+00:00,1325538390993940481,"#StopTheSteal
#HammerAndScorecard

#CountTheVotes ‼️ https://t.co/ONYTuBcCVR",Ollie_621,https://twitter.com/Ollie_621/status/1325538390993940481,0,0,1,0
2020-11-08 20:26:57+00:00,1325535301096378369,"Thank you all for the birthday wishes yesterday! All that I ask for my birthday is that you make a donation to https://t.co/6BTbNISOgJ directly to the Trump defense team
#trump2020 #voterfraud #stophammer #stopscorecard #HammerAndScorecard",CSapien77,https://twitter.com/CSapien77/status/1325535301096378369,0,0,0,0
2020-11-08 20:26:30+00:00,1325535187975999491,"Make a donation to https://t.co/6BTbNISOgJ directly to the Trump defense team
#trump2020 #voterfraud #stophammer #stopscorecard #HammerAndScorecard",CSapien77,https://twitter.com/CSapien77/status/1325535187975999491,0,0,0,0
2020-11-08 20:26:11+00:00,1325535107567013894,@EricTrump #HammerAndScorecard Obama #Treason #USC18 crimes need exposed to everyone in USA and SCOTUS needs to order a recount everywhere.,DanielWMerrick,https://twitter.com/DanielWMerrick/status/1325535107567013894,0,0,0,0
2020-11-08 20:25:55+00:00,1325535040743333889,"Votes flip live on TV: 560+ for Democrats, 560- for Republicans (starts 3:05): https://t.co/wJxD7dyQJn

#HammerAndScorecard
#ElectionFraud
#StopTheCheating 
#TooBigToRig
#StopTheSteal https://t.co/zOCfYNmakC",CCreationist,https://twitter.com/CCreationist/status/1325535040743333889,4,0,8,1
2020-11-08 20:24:34+00:00,1325534702468542465,@dbongino #HammerAndScorecard,DanielWMerrick,https://twitter.com/DanielWMerrick/status/1325534702468542465,0,0,0,0
2020-11-08 20:22:31+00:00,1325534183444389890,#HAMMERandSCORECARD https://t.co/wqPXEyJYAp,PampCapital,https://twitter.com/PampCapital/status/1325534183444389890,0,0,1,0
2020-11-08 20:21:35+00:00,1325533950610190340,"@gatewaypundit Feels like we are living real-life episodes of ""Homeland"" #stopthesteal #hammerandscorecard",laura__addison,https://twitter.com/laura__addison/status/1325533950610190340,2,0,9,1
2020-11-08 20:19:16+00:00,1325533368105242625,@FLOTUS #HammerAndScorecard,DanielWMerrick,https://twitter.com/DanielWMerrick/status/1325533368105242625,0,0,0,0
